systype,sysid,description,default_string,translation,context
12,1192,ConnectWise Migration - Company ID,Company ID,Company ID,
12,1193,ConnectWise Migration - Public API Key,Public API Key,Public API Key,
12,1194,ConnectWise Migration - Private API Key,Private API Key,Private API Key,
12,1195,ConnectWise Migration - Company ID is required,Company ID is required,Company ID is required,
12,1196,ConnectWise Migration - Public API Key is required,Public API Key is required,Public API Key is required,
12,1197,ConnectWise Migration - Private API Key is required,Private API Key is required,Private API Key is required,
12,1198,ConnectWise Migration - Existing clients will be updated if their name matches a ConnectWise Company name.,Existing $#clients will be updated if their name matches a ConnectWise Company name.,Existing $#clients will be updated if their name matches a ConnectWise Company name.,
12,1199,ConnectWise Migration - Additional Sites are not displayed on the importer screen.,Additional $#Sites are not displayed on the importer screen.,Additional $#Sites are not displayed on the importer screen.,
12,1200,ConnectWise Migration - Companies and Sites,Companies and Sites,Companies and Sites,
12,1201,ConnectWise Migration - Failed to retrieve Company notes,Failed to retrieve Company notes,Failed to retrieve Company notes,
12,1202,"ConnectWise Migration - Notes, time entries and attachments will be downloaded during the import.","Notes, time entries and attachments will be downloaded during the import.","Notes, time entries and attachments will be downloaded during the import.",
12,1203,Word - Locale,Locale,Locale,
12,1204,ServiceNow Migration - ServiceNow Number,ServiceNow Number,ServiceNow Number,
12,1205,ConnectWise Migration - Existing Users will be updated if their name or email address matches a ConnectWise Contact's name or email address.,Existing $#Users will be updated if their name or email address matches a ConnectWise Contact's name or email address.,Existing $#Users will be updated if their name or email address matches a ConnectWise Contact's name or email address.,
12,1206,"ConnectWise Migration - The Section, Technician, SLA, Priority, Impact, Urgency and Charge Rates will be set on imported Tickets and Actions if they exist in Halo with the same name as the corresponding entity in ConnectWise.","The $#Section, $#Technician, SLA, Priority, Impact, Urgency and Charge Rates will be set on imported $#Requests and $#Actions if they exist in Halo with the same name as the corresponding entity in ConnectWise.","The $#Section, $#Technician, SLA, Priority, Impact, Urgency and Charge Rates will be set on imported $#Requests and $#Actions if they exist in Halo with the same name as the corresponding entity in ConnectWise.",
12,1207,ConnectWise Migration - Statuses and categories will be created automatically if they do not yet exist.,Statuses and categories will be created automatically if they do not yet exist.,Statuses and categories will be created automatically if they do not yet exist.,
12,1208,Module - Microsoft CSP,Microsoft CSP,Microsoft CSP,
12,1209,Microsoft CSP Integration - Creating a Partner-Managed Azure Application,Creating a Partner-Managed Azure Application,Creating a Partner-Managed Azure Application,
12,1210,Microsoft CSP Integration - Register a new multi-tenant application in your Azure portal with the following details.,Register a new multi-tenant application in your Azure portal with the following details.,Register a new multi-tenant application in your Azure portal with the following details.,
12,1211,Microsoft CSP Integration - Redirect uri to register in Azure application,Redirect uri to register in Azure application,Redirect uri to register in Azure application,
12,1212,"Microsoft CSP Integration - To grant your application access to your customers' tenants, run the following PowerShell script to add the service principal that represents the application to the Adminagents group in your tenant.  You must replace {yourAppsId} with the ID of the application you have created.","To grant your application access to your customers' tenants, run the following PowerShell script to add the service principal that represents the application to the Adminagents group in your tenant. You must replace {yourAppsId} with the ID of the application you have created.","To grant your application access to your customers' tenants, run the following PowerShell script to add the service principal that represents the application to the Adminagents group in your tenant. You must replace {yourAppsId} with the ID of the application you have created.",
12,1213,Client details - Microsoft Details,Microsoft Details,Microsoft Details,
12,1214,Microsoft CSP Integration - Clients and their licenses can be imported from Microsoft CSP into Halo.,$#Clients and their licenses can be imported from Microsoft CSP into Halo.,$#Clients and their licenses can be imported from Microsoft CSP into Halo.,
12,1215,Microsoft CSP Integration - Existing records will be updated if their Azure tenant id or name matches the tenant id or name of the incoming record from Microsoft CSP. The Azure tenant id can be set manually for existing clients on the settings tab of each individual client record.,Existing records will be updated if their Azure tenant id or name matches the tenant id or name of the incoming record from Microsoft CSP. The Azure tenant id can be set manually for existing $#clients on the settings tab of each individual $#client record.,Existing records will be updated if their Azure tenant id or name matches the tenant id or name of the incoming record from Microsoft CSP. The Azure tenant id can be set manually for existing $#clients on the settings tab of each individual $#client record.,
12,1216,Client details - Relationship to Partner,Relationship to Partner,Relationship to Partner,
12,1217,Phrase - Generating mappings,Generating mappings,Generating mappings,
12,1218,Microsoft CSP Integration - Mapping generation failed,Mapping generation failed,Mapping generation failed,
12,1219,Microsoft CSP Integration - new mapping(s) created,new mapping(s) created,new mapping(s) created,
12,1220,"Azure Active Directory - Create filters based on Azure Active Directory Fields. Filters can then be associated with a Site, so that subsets of your tenants' User lists can be imported into different Sites.","Create filters based on Azure Active Directory $#Fields. Filters can then be associated with a $#Site, so that subsets of your tenants' $#User lists can be imported into different $#Sites.","Create filters based on Azure Active Directory $#Fields. Filters can then be associated with a $#Site, so that subsets of your tenants' $#User lists can be imported into different $#Sites.",
12,1221,Microsoft CSP Integration - Site mappings can be automatically generated whenever a Client is assigned an Azure tenant id. Mappings can also be generated for all Client that are assigned an Azure tenant id but don't yet have a mapping by using the button below. Existing Site mappings will not be modified when using this function.,$#Site mappings can be automatically generated whenever a $#Client is assigned an Azure tenant id. Mappings can also be generated for all $#Clients that are assigned an Azure tenant id but don't yet have a mapping by using the button below. Existing $#Site mappings will not be modified when using this function.,$#Site mappings can be automatically generated whenever a $#Client is assigned an Azure tenant id. Mappings can also be generated for all $#Clients that are assigned an Azure tenant id but don't yet have a mapping by using the button below. Existing $#Site mappings will not be modified when using this function.,
12,1222,Microsoft CSP Integration - Failed to retrieve licenses,Failed to retrieve licenses,Failed to retrieve licenses,
12,1223,Microsoft CSP Integration - Licenses will be assigned to Users during the import if the license exists against their client record.,Licenses will be assigned to $#Users during the import if the license exists against their $#Client record.,Licenses will be assigned to $#Users during the import if the license exists against their $#Client record.,
12,1224,Microsoft CSP Integration - The Halo Integrator can be used to import Clients and Users on a recurring schedule.,The Halo Integrator can be used to import $#Clients and $#Users on a recurring schedule.,The Halo Integrator can be used to import $#Clients and $#Users on a recurring schedule.,
12,1225,Microsoft CSP Integration - Enable the Halo Integrator for the Microsoft CSP integration,Enable the Halo Integrator for the Microsoft CSP integration,Enable the Halo Integrator for the Microsoft CSP integration,
12,1226,Microsoft CSP Integration - Automatically create a Site mapping whenever a Client is assigned an Azure tenant id,Automatically create a $#Site mapping whenever a $#Client is assigned an Azure tenant id,Automatically create a $#Site mapping whenever a $#Client is assigned an Azure tenant id,
12,1227,Microsoft CSP Integration - Failed to create CSP Site mapping,Failed to create CSP $#Site mapping,Failed to create CSP $#Site mapping,
12,1228,Microsoft CSP Integration - Required Microsoft Graph API Permissions (Application),Required Microsoft Graph API Permissions (Application),Required Microsoft Graph API Permissions (Application),
12,1229,Microsoft CSP Integration - Required Microsoft Partner Center API Permissions (Delegated),Required Microsoft Partner Center API Permissions (Delegated),Required Microsoft Partner Center API Permissions (Delegated),
12,1230,Phrase - Refreshing mappings,Refreshing mappings,Refreshing mappings,
12,1231,Autotask Migration - Autotask Migration,Autotask Migration,Autotask Migration,
12,1232,Autotask Migration - Autotask Details,Autotask Details,Autotask Details,
12,1233,"Autotask Migration - The Autotask User must be assigned the ""API User (API-only)"" security level to retrieve data from the Autotask API.","The Autotask User must be assigned the ""API User (API-only)"" security level to retrieve data from the Autotask API.","The Autotask User must be assigned the ""API User (API-only)"" security level to retrieve data from the Autotask API.",
12,1234,Autotask Migration - A custom identifier can be generated for the Autotask User by navigating to User > Resource Management > Security.,A custom identifier can be generated for the Autotask User by navigating to User > Resource Management > Security.,A custom identifier can be generated for the Autotask User by navigating to User > Resource Management > Security.,
12,1235,Word - Identifier,Identifier,Identifier,
12,1236,Autotask Migration - Identifier is required,Identifier is required,Identifier is required,
12,1237,"Screen label for ""Existing Clients will be updated if their name matches a @@@ Company name."" where @@@ is a third party application",Existing $#Clients will be updated if their name matches a @@@ Company name.,Existing $#Clients will be updated if their name matches a @@@ Company name.,
12,1238,"Screen label for ""Existing Users will be updated if their name or email address matches a @@@ Contact's name or email address."" where @@@ is a third party application",Existing $#Users will be updated if their name or email address matches a @@@ Contact's name or email address.,Existing $#Users will be updated if their name or email address matches a @@@ Contact's name or email address.,
12,1239,Autotask Migration - Item Group for Products,$#Item Group for Products,$#Item Group for Products,
12,1240,Autotask Migration - Item Group for Services,$#Item Group for Services,$#Item Group for Services,
12,1241,"Screen label for ""Existing Items will be updated if their name matches a @@@ Product's name."" where @@@ is a third party application",Existing $#Items will be updated if their name matches a @@@ Product's name.,Existing $#Items will be updated if their name matches a @@@ Product's name.,
12,1242,"Screen label for ""Existing Items will be updated if their name matches a @@@ Service's name."" where @@@ is a third party application",Existing $#Items will be updated if their name matches a @@@ Service's name.,Existing $#Items will be updated if their name matches a @@@ Service's name.,
12,1243,"Screen label for ""Companies and Billing Codes must be imported from @@@ before Contracts can be imported."" where @@@ is a third party application",Companies and Billing Codes must be imported from @@@ before $#Contracts can be imported.,Companies and Billing Codes must be imported from @@@ before $#Contracts can be imported.,
12,1244,"Autotask Migration - When a Contract has Services assigned to it and the end date is in the future, a recurring invoice will be created in Halo with a row for each Service.","When a $#Contract has Services assigned to it and the end date is in the future, a recurring invoice will be created in Halo with a row for each Service.","When a $#Contract has Services assigned to it and the end date is in the future, a recurring invoice will be created in Halo with a row for each Service.",
12,1245,Autotask Migration - Minimum Contract End Date,Minimum $#Contract End Date,Minimum $#Contract End Date,
12,1246,Autotask Migration - Company has not been imported,Company has not been imported,Company has not been imported,
12,1247,Autotask Migration - Failed to retrieve Contract Services,Failed to retrieve Contract Services,Failed to retrieve Contract Services,
12,1248,Autotask Migration - Billing Codes,Billing Codes,Billing Codes,
12,1249,"Autotask Migration - Billing Codes with a use type of ""Tickets (Labor)"" will be imported as charge rates.","Billing Codes with a use type of ""Tickets (Labor)"" will be imported as charge rates.","Billing Codes with a use type of ""Tickets (Labor)"" will be imported as charge rates.",
12,1250,"Screen label for ""Existing charge rates will be updated if their name matches a @@@ Billing Code name."" where @@@ is a third party application",Existing charge rates will be updated if their name matches a @@@ Billing Code name.,Existing charge rates will be updated if their name matches a @@@ Billing Code name.,
12,1251,Autotask Migration - Contract already exists,Contract already exists,Contract already exists,
12,1252,Word - Employees,Employees,Employees,
12,1253,"Screen label for ""Existing Technicians will be updated if their name or email address matches a @@@ Employee name or email address."" where @@@ is a third party application",Existing $#Technicians will be updated if their name or email address matches a @@@ Employee name or email address.,Existing $#Technicians will be updated if their name or email address matches a @@@ Employee name or email address.,
12,1254,Autotask Migration - Role for New Technicians,$#Role for New $#Technicians,$#Role for New $#Technicians,
12,1255,"Screen label for ""Users will be assigned to this Site if their @@@ Location has not been imported."" where @@@ is a third party application",$#Users will be assigned to this $#Site if their @@@ Location has not been imported.,$#Users will be assigned to this $#Site if their @@@ Location has not been imported.,
12,1256,Autotask Migration - Contract Blocks will be added to the Client's pre pay history and billing plan combinations will be calculated taking into consideration any Contract Exclusions configured in Autotask.,Contract Blocks will be added to the $#Client's pre pay history and billing plan combinations will be calculated taking into consideration any Contract Exclusions configured in Autotask.,Contract Blocks will be added to the $#Client's pre pay history and billing plan combinations will be calculated taking into consideration any Contract Exclusions configured in Autotask.,
12,1257,Site details - PagerDuty Subject Wildcard,PagerDuty Subject Wildcard,PagerDuty Subject Wildcard,
12,1258,Site details - This field can be used if you would like to route emails through to this Site based on a Site reference.,This field can be used if you would like to route PagerDuty incidents through to this $#Site based on a $#Site reference.,This field can be used if you would like to route PagerDuty incidents through to this $#Site based on a $#Site reference.,
12,1259,Exchange Calendars Integration - Microsoft Graph API,Microsoft Graph API,Microsoft Graph API,
12,1260,Exchange Calendars Integration - Exchange Web Services (App Impersonation),Exchange Web Services (App Impersonation),Exchange Web Services (App Impersonation),
12,1261,Exchange Calendars Integration - Exchange Web Services (Delegate Access),Exchange Web Services (Delegate Access),Exchange Web Services (Delegate Access),
12,1262,Exchange Calendars Integration - Connected User,Connected User,Connected User,
12,1263,Exchange Calendars Integration - Required Microsoft Graph API Permissions (Delegated),Required Microsoft Graph API Permissions (Delegated),Required Microsoft Graph API Permissions (Delegated),
12,1264,Exchange Calendars Integration - Syncing Appointments to Exchange,Syncing Appointments to Exchange,Syncing Appointments to Exchange,
12,1265,Exchange Calendars Integration - Appointments can be synced to Exchange for any Technician with an email address assigned to their account.,Appointments can be synced to Exchange for any $#Technician with an email address assigned to their account.,Appointments can be synced to Exchange for any $#Technician with an email address assigned to their account.,
12,1266,"Exchange Calendars Integration - Syncing can be enabled/disabled on the preferences tab of each Technician under ""Calendars and Appointments"", or can be automatically enabled for all active Technicians with an email address below.","Syncing can be enabled/disabled on the preferences tab of each $#Technician under ""Calendars and Appointments"", or can be automatically enabled for all active $#Technicians with an email address below.","Syncing can be enabled/disabled on the preferences tab of each $#Technician under ""Calendars and Appointments"", or can be automatically enabled for all active $#Technicians with an email address below.",
12,1267,Exchange Calendars Integration - Enable for All Technicians,Enable for All $#Technicians,Enable for All $#Technicians,
12,1268,Exchange Calendars Integration - Verifying calendar access,Verifying calendar access,Verifying calendar access,
12,1269,Exchange Calendars Integration - Activating integration for all Technicians,Activating integration for all $#Technicians,Activating integration for all $#Technicians,
12,1270,Exchange Calendars Integration - Accessible Calendars,Accessible Calendars,Accessible Calendars,
12,1271,Exchange Calendars Integration - Inaccessible Calendars,Inaccessible Calendars,Inaccessible Calendars,
12,1272,Word - Success,Success,Success,
12,1273,Exchange Calendars Integration - Exchange sync failed,Exchange sync failed,Exchange sync failed,
12,1274,Exchange Calendars Integration - Create a Microsoft Teams meeting for appointments with this type,Create a Microsoft Teams meeting for appointments with this type,Create a Microsoft Teams meeting for appointments with this type,
12,1275,Exchange Calendars Integration - The Technician creating the appointment is the organizer of the appointment in Exchange. Only appointments created by a Technician with syncing enabled will be created in Exchange. Other Technicians assigned to the appointment will be added as attendees regardless of whether appointment syncing has been enabled for their account.,The $#Technician creating the appointment is the organizer of the appointment in Exchange. Only appointments created by a $#Technician with syncing enabled will be created in Exchange. Other $#Technicians assigned to the appointment will be added as attendees regardless of whether appointment syncing has been enabled for their account.,The $#Technician creating the appointment is the organizer of the appointment in Exchange. Only appointments created by a $#Technician with syncing enabled will be created in Exchange. Other $#Technicians assigned to the appointment will be added as attendees regardless of whether appointment syncing has been enabled for their account.,
12,1276,Exchange Calendars Integration - Importing Appointments from Exchange,Importing Appointments from Exchange,Importing Appointments from Exchange,
12,1277,Phrase - Join Meeting,Join Meeting,Join Meeting,
12,1278,Phrase - Minimum Start Date,Minimum Start Date,Minimum Start Date,
12,1279,Exchange Calendars Integration - This appointment was organized by someone outside of your organization.,This appointment was organized by someone outside of your organization.,This appointment was organized by someone outside of your organization.,
12,1280,Exchange Calendars Integration - Recurring Appointments,Recurring Appointments,Recurring Appointments,
12,1281,Exchange Calendars Integration - Appointments and recurring appointments can be imported from Exchange into Halo up to a year in advance of the current date.,Appointments and recurring appointments can be imported from Exchange into Halo up to a year in advance of the current date.,Appointments and recurring appointments can be imported from Exchange into Halo up to a year in advance of the current date.,
12,1282,"Exchange Calendars Integration - Recurring appointments can be imported if the master appointment for the series has been imported. It is not possible to create or modify an entire appointment series in Halo, but individual occurrences of a recurring appointment can be updated/deleted.","Recurring appointments can be imported if the master appointment for the series has been imported. It is not possible to create or modify an entire appointment series in Halo, but individual occurrences of a recurring appointment can be updated/deleted.","Recurring appointments can be imported if the master appointment for the series has been imported. It is not possible to create or modify an entire appointment series in Halo, but individual occurrences of a recurring appointment can be updated/deleted.",
12,1283,Exchange Calendars Integration - The Halo Integrator can be used to import appointments and recurring appointments on a recurring schedule.,The Halo Integrator can be used to import appointments and recurring appointments on a recurring schedule.,The Halo Integrator can be used to import appointments and recurring appointments on a recurring schedule.,
12,1284,"Screen label for ""Enable the Halo Integrator for the @@@ integration"" where @@@ is an integration",Enable the Halo Integrator for the @@@ integration,Enable the Halo Integrator for the @@@ integration,
12,1285,Exchange Calendars Integration - Test Calendar Access,Test Calendar Access,Test Calendar Access,
12,1286,Exchange Calendars Integration - Failed to save Exchange details,Failed to save Exchange details,Failed to save Exchange details,
12,1287,Okta Integration - API Token,API Token,API Token,
12,1288,Okta Integration - Okta Details,Okta Details,Okta Details,
12,1289,Okta Integration - An API token can be generated in Okta by navigating to Security > API > Tokens,An API token can be generated in Okta by navigating to Security > API > Tokens,An API token can be generated in Okta by navigating to Security > API > Tokens,
12,1290,"Okta Integration - Create filters based on Okta fields. Filters can then be associated with a Site, so that subsets of your Okta Users can be imported into different Sites.","Create filters based on Okta fields. Filters can then be associated with a $#Site, so that subsets of your Okta $#Users can be imported into different $#Sites.","Create filters based on Okta fields. Filters can then be associated with a $#Site, so that subsets of your Okta $#Users can be imported into different $#Sites.",
12,1291,Okta Integration - Included Statuses,Included Statuses,Included Statuses,
12,1292,Okta Integration - Leave blank if you do not want to filter by group,Leave blank if you do not want to filter by group,Leave blank if you do not want to filter by group,
12,1293,Okta Integration - Okta groups can be mapped to Agent Roles and Change Advise Boards.,Okta groups can be mapped to $#Technician $#Roles and Change Advise Boards.,Okta groups can be mapped to $#Technician $#Roles and Change Advise Boards.,
12,1294,"Okta Integration - During an Agent import, if the Agent is a member of a mapped group in Okta, then they will be assigned any mapped roles or added to any mapped Change Advise Boards in NetHelpDesk.","During an $#technician import, if the $#technician is a member of a mapped group in Okta, then they will be assigned any mapped $#roles or added to any mapped Change Advise Boards in NetHelpDesk.","During an $#technician import, if the $#technician is a member of a mapped group in Okta, then they will be assigned any mapped $#roles or added to any mapped Change Advise Boards in NetHelpDesk.",
12,1295,"Okta Integration - Choose which fields are used to match records that are being imported from Okta to existing records in NetHelpDesk. By default, the unique ID of the Okta User will be checked first.","Choose which fields are used to match records that are being imported from Okta to existing records in NetHelpDesk. By default, the unique ID of the Okta $#User will be checked first.","Choose which fields are used to match records that are being imported from Okta to existing records in NetHelpDesk. By default, the unique ID of the Okta $#User will be checked first.",
12,1296,Okta Integration - Active Statuses,Active Statuses,Active Statuses,
12,1297,Okta Integration - Technicians/Users will be deactivated during an import if their current status has not been added to this list,$#Technicians/$#Users will be deactivated during an import if their current status has not been added to this list,$#Technicians/$#Users will be deactivated during an import if their current status has not been added to this list,
12,1298,Okta Integration - Enable the Halo Integrator for the Okta integration,Enable the Halo Integrator for the Okta integration,Enable the Halo Integrator for the Okta integration,
12,1299,Module - Kashflow,Kashflow,Kashflow,
12,1300,Kashflow Integration - Kashflow Connection,Kashflow Connection,Kashflow Connection,
12,1301,"Kashflow Integration - Each tax rate in Kashflow should be mapped to a NetHelpDesk tax rate. Tax Rates can be imported from Kashflow, or they can be mapped manually on the tax rate edit screen in NetHelpDesk. Tax rates should be mapped before proceeding with Client and Item imports.","Each tax rate in Kashflow should be mapped to a NetHelpDesk tax rate. Tax Rates can be imported from Kashflow, or they can be mapped manually on the tax rate edit screen in NetHelpDesk. Tax rates should be mapped before proceeding with $#Client and $#Item imports.","Each tax rate in Kashflow should be mapped to a NetHelpDesk tax rate. Tax Rates can be imported from Kashflow, or they can be mapped manually on the tax rate edit screen in NetHelpDesk. Tax rates should be mapped before proceeding with $#Client and $#Item imports.",
12,1302,"Kashflow Integration - When importing a tax rate for the first time, NetHelpDesk will check to see if a tax rate already exists with the same name or Kashflow ID. If found, the existing tax rate will be updated.","When importing a tax rate for the first time, NetHelpDesk will check to see if a tax rate already exists with the same name or Kashflow ID. If found, the existing tax rate will be updated.","When importing a tax rate for the first time, NetHelpDesk will check to see if a tax rate already exists with the same name or Kashflow ID. If found, the existing tax rate will be updated.",
12,1303,Kashflow Integration - Kashflow Tax Rate,Kashflow Tax Rate,Kashflow Tax Rate,
12,1304,Kashflow Integration - Kashflow Tenant,Kashflow Tenant,Kashflow Tenant,
12,1305,Kashflow Integration - Kashflow Tenants,Kashflow Tenants,Kashflow Tenants,
12,1306,"Kashflow Integration - When importing a Customer for the first time, NetHelpDesk will check to see if a Customer with the same name or accounts code already exists. If found, the existing Customer record will be updated.","When importing a $#Client for the first time, NetHelpDesk will check to see if a $#Client with the same name or accounts code already exists. If found, the existing $#Client record will be updated.","When importing a $#Client for the first time, NetHelpDesk will check to see if a $#Client with the same name or accounts code already exists. If found, the existing $#Client record will be updated.",
12,1307,Kashflow Integration - Sub Products,Sub Products,Sub Products,
12,1308,Kashflow Integration - Product Code,Product Code,Product Code,
12,1309,Kashflow Integration - Product ID,Product ID,Product ID,
12,1310,Kashflow Integration - Kashflow Product,Kashflow Product,Kashflow Product,
12,1311,Kashflow Integration - Default sales product code for new $#items,Default sales product code for new $#items,Default sales product code for new $#items,
12,1312,Kashflow Integration - Default purchase product code for new $#items,Default purchase product code for new $#items,Default purchase product code for new $#items,
12,1313,Kashflow Integration - Syncing to Kashflow,Syncing to Kashflow,Syncing to Kashflow,
12,1314,Kashflow Integration - Enable syncing to Kashflow,Enable syncing to Kashflow,Enable syncing to Kashflow,
12,1315,Kashflow Integration - Show a message for each successful sync to Kashflow,Show a message for each successful sync to Kashflow,Show a message for each successful sync to Kashflow,
12,1316,Word - Website,Website,Website,
12,1317,Kashflow Integration - does not have a valid Kashflow ID. Not Synced.,does not have a valid Kashflow ID. Not Synced.,does not have a valid Kashflow ID. Not Synced.,
12,1318,"Kashflow Integration - Invoice created successfully, but failed to write data back to Halo invoice","Invoice created successfully, but failed to write data back to Halo invoice","Invoice created successfully, but failed to write data back to Halo invoice",
12,1319,Kashflow Integration - Client created/updated in Kashflow,$#Client created/updated in Kashflow,$#Client created/updated in Kashflow,
12,1320,Kashflow Integration - Item created/updated in Kashflow,$#Item created/updated in Kashflow,$#Item created/updated in Kashflow,
12,1321,Kashflow Integration - Invoice created/updated in Kashflow,Invoice created/updated in Kashflow,Invoice created/updated in Kashflow,
12,1322,Invoice Details - Kashflow Invoice Number,Kashflow Invoice Number,Kashflow Invoice Number,
12,1323,Kashflow Integration - Invoice deleted in Kashflow,Invoice deleted in Kashflow,Invoice deleted in Kashflow,
12,1324,Invoice Details - Kashflow PDF,Kashflow PDF,Kashflow PDF,
12,1325,Kashflow Integration - Default Kashflow Sub Product Code,Default Kashflow Sub Product Code,Default Kashflow Sub Product Code,
12,1326,Kashflow Integration - This sub product code will be used if an Invoice line contains an item that does not have a Kashflow code associated with it.,This sub product code will be used if an Invoice line contains an item that does not have a Kashflow code associated with it.,This sub product code will be used if an Invoice line contains an item that does not have a Kashflow code associated with it.,
12,1327,Kashflow Integration - Item Tax for Customers,Item Tax for Customers,Item Tax for Customers,
12,1328,Kashflow Integration - Service Tax for Customers,Service Tax for Customers,Service Tax for Customers,
12,1329,Kashflow Integration - Contract Tax for Customers,Contract Tax for Customers,Contract Tax for Customers,
12,1330,Kashflow Integration - Existing products and sub products can be imported from Kashflow into NetHelpDesk.,Existing products and sub products can be imported from Kashflow into NetHelpDesk.,Existing products and sub products can be imported from Kashflow into NetHelpDesk.,
12,1331,Kashflow Integration - Products should be imported first so that sub products can be correctly linked to their parent product. Sub products will be created as Items in NetHelpDesk.,Products should be imported first so that sub products can be correctly linked to their parent product. Sub products will be created as $#Items in NetHelpDesk.,Products should be imported first so that sub products can be correctly linked to their parent product. Sub products will be created as $#Items in NetHelpDesk.,
12,1332,"Kashflow Integration - When importing products and sub products for the first time, NetHelpDesk will check to see if a record already exists with the same name or product code. If found, the existing record will be updated.","When importing products and sub products for the first time, NetHelpDesk will check to see if a record already exists with the same name or product code. If found, the existing record will be updated.","When importing products and sub products for the first time, NetHelpDesk will check to see if a record already exists with the same name or product code. If found, the existing record will be updated.",
12,1333,Kashflow Integration - Syncing Enabled,Syncing Enabled,Syncing Enabled,
12,1334,Item Settings - The chosen default product code for sales and purchases must exist in all connected Kashflow tenants.,The chosen default product code for sales and purchases must exist in all connected Kashflow tenants.,The chosen default product code for sales and purchases must exist in all connected Kashflow tenants.,
12,1335,"Kashflow Integration - When importing a Supplier for the first time, NetHelpDesk will check to see if a Supplier with the same name or accounts code already exists. If found, the existing Supplier record will be updated.","When importing a $#Supplier for the first time, NetHelpDesk will check to see if a $#Supplier with the same name or accounts code already exists. If found, the existing $#Supplier record will be updated.","When importing a $#Supplier for the first time, NetHelpDesk will check to see if a $#Supplier with the same name or accounts code already exists. If found, the existing $#Supplier record will be updated.",
12,1336,Kashflow Integration - Supplier created/updated in Kashflow,$#Supplier created/updated in Kashflow,$#Supplier created/updated in Kashflow,
12,1337,Item Details - Sales Code,Sales Code,Sales Code,
12,1338,Item Details - Purchase Code,Purchase Code,Purchase Code,
12,1339,Kashflow Integration - Default Tenant,Default Tenant,Default Tenant,
12,1340,Module - Twitter,Twitter,Twitter,
12,1341,Twitter Integration - Twitter Account,Twitter Account,Twitter Account,
12,1342,Twitter Integration - Fetching request token,Fetching request token,Fetching request token,
12,1343,Twitter Integration - Failed to retrieve request token,Failed to retrieve request token,Failed to retrieve request token,
12,1344,Twitter Integration - Invalid token/verifier,Invalid token/verifier,Invalid token/verifier,
12,1345,Twitter Integration - Failed to retrieve access token,Failed to retrieve access token,Failed to retrieve access token,
12,1346,Twitter Integration - Twitter Handle,Twitter Handle,Twitter Handle,
12,1347,Twitter Integration - Twitter Handle is required,Twitter Handle is required,Twitter Handle is required,
12,1348,Twitter Integration - Twitter Handle and User ID must be unique,Twitter Handle and User ID must be unique,Twitter Handle and User ID must be unique,
12,1349,Twitter Integration - User ID is required,User ID is required,User ID is required,
12,1350,Twitter Integration - Twitter Account is required,Twitter Account is required,Twitter Account is required,
12,1351,Twitter Integration - Tweet cannot be blank,Tweet cannot be blank,Tweet cannot be blank,
12,1352,Twitter Integration - Tweet ID is required,Tweet ID is required,Tweet ID is required,
12,1353,Twitter Integration - Tweet already exists,Tweet already exists,Tweet already exists,
12,1354,Twitter Integration - The Halo Integrator is used to import tweets from Twitter into Halo. Imported tweets are displayed in the Twitter area of the Halo application for Technicians to action.,The Halo Integrator is used to import tweets from Twitter into Halo. Imported tweets are displayed in the Twitter area of the Halo application for $#Technicians to action.,The Halo Integrator is used to import tweets from Twitter into Halo. Imported tweets are displayed in the Twitter area of the Halo application for $#Technicians to action.,
12,1355,"Twitter Integration - If a Request has been raised from a tweet and you are mentioned in a reply that has been added to the tweet, then the reply will be added as an Action to the Request.","If a $#Request has been raised from a tweet and you are mentioned in a reply that has been added to the tweet, then the reply will be added as an $#Action to the $#Request.","If a $#Request has been raised from a tweet and you are mentioned in a reply that has been added to the tweet, then the reply will be added as an $#Action to the $#Request.",
12,1356,Twitter Integration - Enable the Halo Integrator for this Twitter account,Enable the Halo Integrator for this Twitter account,Enable the Halo Integrator for this Twitter account,
12,1357,Twitter Integration - All Twitter Accounts,All Twitter Accounts,All Twitter Accounts,
12,1358,Twitter Integration - My Accounts,My Accounts,My Accounts,
12,1359,Twitter Integration - Create Request,Create $#Request,Create $#Request,
12,1360,Twitter Integration - Retweet,Retweet,Retweet,
12,1361,Twitter Integration - Like Tweet,Like Tweet,Like Tweet,
12,1362,Twitter Integration - Ignore Tweet,Ignore Tweet,Ignore Tweet,
12,1363,Twitter Integration - New Tweet from,New Tweet from,New Tweet from,
12,1364,Twitter Integration - New Request Defaults,New $#Request Defaults,New $#Request Defaults,
12,1365,Twitter Integration - Request Type for Requests created from Tweets,$#RequestType for $#Requests created from Tweets,$#RequestType for $#Requests created from Tweets,
12,1366,Twitter Integration - User for Requests created from Tweets,$#User for $#Requests created from Tweets,$#User for $#Requests created from Tweets,
12,1367,Twitter Integration - A Request already exists for this Tweet,A $#Request already exists for this Tweet,A $#Request already exists for this Tweet,
12,1368,Twitter Integration - Unlike Tweet,Unlike Tweet,Unlike Tweet,
12,1369,Twitter Integration - Unretweet Tweet,Unretweet Tweet,Unretweet Tweet,
12,1370,Twitter Integration - Hide the original Tweet once the reply has been sent,Hide the original Tweet once the reply has been sent,Hide the original Tweet once the reply has been sent,
12,1371,Twitter Integration - Reply to Tweet,Reply to Tweet,Reply to Tweet,
12,1372,Twitter Integration - In Response To,In Response To,In Response To,
